CAGDP2 Gross domestic product (GDP) by county 1
CAGDP2 Gross domestic product (GDP) by county 1
County
GeoFIPS,GeoName,LineCode,Description,2022,2023,2024
42053,"Forest, PA",88,Trade,8871,(D),(D)
42053,"Forest, PA",89,Transportation and utilities,(D),(D),(D)
42053,"Forest, PA",90,Manufacturing and information,(D),13765,12678
42053,"Forest, PA",91,Private goods-producing industries 2,39380,39673,38328
42053,"Forest, PA",92,Private services-providing industries 3,104719,103511,103967
42055,"Franklin, PA",1,All industry total,7629390,7950023,8378505
42055,"Franklin, PA",2,"  Private industries",6731492,7013011,7393894
42055,"Franklin, PA",3,"    Agriculture, forestry, fishing and hunting",398751,277176,317607
42055,"Franklin, PA",6,"    Mining, quarrying, and oil and gas extraction",38202,43912,17627
42055,"Franklin, PA",10,"    Utilities",28266,31852,33443
42055,"Franklin, PA",11,"    Construction",367251,410137,423846
42055,"Franklin, PA",12,"    Manufacturing",1401534,1576092,1607470
42055,"Franklin, PA",13,"      Durable goods manufacturing",1004624,1137639,1160588
42055,"Franklin, PA",25,"      Nondurable goods manufacturing",396910,438453,446882
42055,"Franklin, PA",34,"    Wholesale trade",224173,228077,254963
42055,"Franklin, PA",35,"    Retail trade",585250,626349,646799
42055,"Franklin, PA",36,"    Transportation and warehousing",658796,692516,789107
42055,"Franklin, PA",45,"    Information",77136,71775,72084
42055,"Franklin, PA",50,"    Finance, insurance, real estate, rental, and leasing",1167778,1188045,1253333
42055,"Franklin, PA",51,"      Finance and insurance",185956,206587,226141
42055,"Franklin, PA",56,"      Real estate and rental and leasing",981822,981458,1027192
42055,"Franklin, PA",59,"    Professional and business services",554825,610410,666567
42055,"Franklin, PA",60,"      Professional, scientific, and technical services",251700,285913,309163
42055,"Franklin, PA",64,"      Management of companies and enterprises",43007,76058,117433
42055,"Franklin, PA",65,"      Administrative and support and waste management and remediation services",260117,248439,239972
42055,"Franklin, PA",68,"    Educational services, health care, and social assistance",778911,770502,796644
42055,"Franklin, PA",69,"      Educational services",68739,64614,68525
42055,"Franklin, PA",70,"      Health care and social assistance",710172,705888,728119
42055,"Franklin, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",221562,242068,249741
42055,"Franklin, PA",76,"      Arts, entertainment, and recreation",39320,43607,45640
42055,"Franklin, PA",79,"      Accommodation and food services",182242,198461,204102
42055,"Franklin, PA",82,"    Other services (except government and government enterprises)",229057,244099,264662
42055,"Franklin, PA",83,Government and government enterprises,897898,937012,984611
42055,"Franklin, PA",,Addenda:,,,
42055,"Franklin, PA",87,Natural resources and mining,436953,321088,335233
42055,"Franklin, PA",88,Trade,809423,854426,901762
42055,"Franklin, PA",89,Transportation and utilities,687062,724367,822550
42055,"Franklin, PA",90,Manufacturing and information,1478670,1647867,1679554
42055,"Franklin, PA",91,Private goods-producing industries 2,2205738,2307318,2366550
42055,"Franklin, PA",92,Private services-providing industries 3,4525754,4705694,5027344
42057,"Fulton, PA",1,All industry total,747676,805806,831103
42057,"Fulton, PA",2,"  Private industries",691347,748629,770800
42057,"Fulton, PA",3,"    Agriculture, forestry, fishing and hunting",56281,27488,40724
42057,"Fulton, PA",6,"    Mining, quarrying, and oil and gas extraction",59508,74241,4681
42057,"Fulton, PA",10,"    Utilities",2694,2525,6634
42057,"Fulton, PA",11,"    Construction",43101,42390,44818
42057,"Fulton, PA",12,"    Manufacturing",320321,386208,450734
42057,"Fulton, PA",13,"      Durable goods manufacturing",319588,(D),(D)
42057,"Fulton, PA",25,"      Nondurable goods manufacturing",732,(D),(D)
42057,"Fulton, PA",34,"    Wholesale trade",8771,9748,9913
42057,"Fulton, PA",35,"    Retail trade",23253,26405,27773
42057,"Fulton, PA",36,"    Transportation and warehousing",(D),(D),(D)
42057,"Fulton, PA",45,"    Information",5743,(D),6311
42057,"Fulton, PA",50,"    Finance, insurance, real estate, rental, and leasing",75766,80500,81519
42057,"Fulton, PA",51,"      Finance and insurance",11911,11836,11958
42057,"Fulton, PA",56,"      Real estate and rental and leasing",63855,68664,69561
42057,"Fulton, PA",59,"    Professional and business services",(D),8761,(D)
42057,"Fulton, PA",60,"      Professional, scientific, and technical services",(D),4720,(D)
42057,"Fulton, PA",64,"      Management of companies and enterprises",(D),(D),(D)
42057,"Fulton, PA",65,"      Administrative and support and waste management and remediation services",(D),(D),(D)
42057,"Fulton, PA",68,"    Educational services, health care, and social assistance",41563,43750,45565
42057,"Fulton, PA",69,"      Educational services",(D),(D),278
42057,"Fulton, PA",70,"      Health care and social assistance",(D),(D),45286
42057,"Fulton, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",8847,10626,10782
42057,"Fulton, PA",76,"      Arts, entertainment, and recreation",(D),(D),(D)
42057,"Fulton, PA",79,"      Accommodation and food services",(D),(D),(D)
42057,"Fulton, PA",82,"    Other services (except government and government enterprises)",16363,17930,18948
42057,"Fulton, PA",83,Government and government enterprises,56329,57177,60303
42057,"Fulton, PA",,Addenda:,,,
42057,"Fulton, PA",87,Natural resources and mining,115789,101729,45405
42057,"Fulton, PA",88,Trade,32024,36154,37686
42057,"Fulton, PA",89,Transportation and utilities,(D),(D),(D)
42057,"Fulton, PA",90,Manufacturing and information,326064,(D),457045
42057,"Fulton, PA",91,Private goods-producing industries 2,479211,530327,540957
42057,"Fulton, PA",92,Private services-providing industries 3,212135,218302,229844
42059,"Greene, PA",1,All industry total,4932734,4815441,4624079
42059,"Greene, PA",2,"  Private industries",4690082,4571422,4374958
42059,"Greene, PA",3,"    Agriculture, forestry, fishing and hunting",16583,10252,1255
42059,"Greene, PA",6,"    Mining, quarrying, and oil and gas extraction",3359815,3004577,2716435
42059,"Greene, PA",10,"    Utilities",202028,204431,246145
42059,"Greene, PA",11,"    Construction",86072,103423,104853
42059,"Greene, PA",12,"    Manufacturing",45706,47195,48024
42059,"Greene, PA",13,"      Durable goods manufacturing",22811,23347,22245
42059,"Greene, PA",25,"      Nondurable goods manufacturing",22895,23848,25778
42059,"Greene, PA",34,"    Wholesale trade",57786,61591,62617
42059,"Greene, PA",35,"    Retail trade",126856,136745,140708
42059,"Greene, PA",36,"    Transportation and warehousing",262808,412535,443510
42059,"Greene, PA",45,"    Information",23458,20694,19314
42059,"Greene, PA",50,"    Finance, insurance, real estate, rental, and leasing",256037,297869,305360
42059,"Greene, PA",51,"      Finance and insurance",46235,50277,56851
42059,"Greene, PA",56,"      Real estate and rental and leasing",209802,247592,248509
42059,"Greene, PA",59,"    Professional and business services",57692,62806,70450
42059,"Greene, PA",60,"      Professional, scientific, and technical services",34483,37243,40265
42059,"Greene, PA",64,"      Management of companies and enterprises",10835,12320,(D)
42059,"Greene, PA",65,"      Administrative and support and waste management and remediation services",12374,13243,(D)
42059,"Greene, PA",68,"    Educational services, health care, and social assistance",127320,134815,137939
42059,"Greene, PA",69,"      Educational services",(D),(D),(D)
42059,"Greene, PA",70,"      Health care and social assistance",(D),(D),(D)
42059,"Greene, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",33046,36569,39602
42059,"Greene, PA",76,"      Arts, entertainment, and recreation",3018,3833,4543
42059,"Greene, PA",79,"      Accommodation and food services",30028,32736,35059
42059,"Greene, PA",82,"    Other services (except government and government enterprises)",34875,37919,38747
42059,"Greene, PA",83,Government and government enterprises,242652,244019,249121
42059,"Greene, PA",,Addenda:,,,
42059,"Greene, PA",87,Natural resources and mining,3376398,3014829,2717690
42059,"Greene, PA",88,Trade,184642,198336,203325
42059,"Greene, PA",89,Transportation and utilities,464836,616966,689655
42059,"Greene, PA",90,Manufacturing and information,69164,67890,67338
42059,"Greene, PA",91,Private goods-producing industries 2,3508176,3165447,2870566
42059,"Greene, PA",92,Private services-providing industries 3,1181906,1405975,1504392
42061,"Huntingdon, PA",1,All industry total,1536114,1624031,1677126
42061,"Huntingdon, PA",2,"  Private industries",1237854,1321065,1368656
42061,"Huntingdon, PA",3,"    Agriculture, forestry, fishing and hunting",91873,68907,60998
42061,"Huntingdon, PA",6,"    Mining, quarrying, and oil and gas extraction",20349,24945,10674
42061,"Huntingdon, PA",10,"    Utilities",12900,11054,11708
42061,"Huntingdon, PA",11,"    Construction",64826,74378,80247
42061,"Huntingdon, PA",12,"    Manufacturing",148787,144438,151324
42061,"Huntingdon, PA",13,"      Durable goods manufacturing",86500,85295,93709
42061,"Huntingdon, PA",25,"      Nondurable goods manufacturing",62287,59143,57615
42061,"Huntingdon, PA",34,"    Wholesale trade",77052,80603,83059
42061,"Huntingdon, PA",35,"    Retail trade",107076,116219,120223
42061,"Huntingdon, PA",36,"    Transportation and warehousing",51269,75319,79021
42061,"Huntingdon, PA",45,"    Information",29022,24180,25847
42061,"Huntingdon, PA",50,"    Finance, insurance, real estate, rental, and leasing",298841,339060,354800
42061,"Huntingdon, PA",51,"      Finance and insurance",96243,100470,101780
42061,"Huntingdon, PA",56,"      Real estate and rental and leasing",202598,238590,253020
42061,"Huntingdon, PA",59,"    Professional and business services",52187,59957,65477
42061,"Huntingdon, PA",60,"      Professional, scientific, and technical services",21359,24052,26154
42061,"Huntingdon, PA",64,"      Management of companies and enterprises",6719,7357,8194
42061,"Huntingdon, PA",65,"      Administrative and support and waste management and remediation services",24110,28548,31129
42061,"Huntingdon, PA",68,"    Educational services, health care, and social assistance",183311,194671,212180
42061,"Huntingdon, PA",69,"      Educational services",(D),(D),(D)
42061,"Huntingdon, PA",70,"      Health care and social assistance",(D),(D),(D)
42061,"Huntingdon, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",55044,58936,61364
42061,"Huntingdon, PA",76,"      Arts, entertainment, and recreation",9053,11805,12431
42061,"Huntingdon, PA",79,"      Accommodation and food services",45991,47131,48934
42061,"Huntingdon, PA",82,"    Other services (except government and government enterprises)",45317,48398,51734
42061,"Huntingdon, PA",83,Government and government enterprises,298259,302966,308470
42061,"Huntingdon, PA",,Addenda:,,,
42061,"Huntingdon, PA",87,Natural resources and mining,112222,93851,71672
42061,"Huntingdon, PA",88,Trade,184129,196822,203282
42061,"Huntingdon, PA",89,Transportation and utilities,64169,86373,90729
42061,"Huntingdon, PA",90,Manufacturing and information,177809,168618,177170
42061,"Huntingdon, PA",91,Private goods-producing industries 2,325835,312667,303243
42061,"Huntingdon, PA",92,Private services-providing industries 3,912019,1008398,1065413
42063,"Indiana, PA",1,All industry total,4261709,4164162,4202047
42063,"Indiana, PA",2,"  Private industries",3680043,3569676,3594220
42063,"Indiana, PA",3,"    Agriculture, forestry, fishing and hunting",32301,16565,22606
42063,"Indiana, PA",6,"    Mining, quarrying, and oil and gas extraction",331342,358810,311565
42063,"Indiana, PA",10,"    Utilities",648525,383324,349826
42063,"Indiana, PA",11,"    Construction",137706,121022,127075
42063,"Indiana, PA",12,"    Manufacturing",318431,298447,276717
42063,"Indiana, PA",13,"      Durable goods manufacturing",209974,211515,191384
42063,"Indiana, PA",25,"      Nondurable goods manufacturing",108458,86932,85334
42063,"Indiana, PA",34,"    Wholesale trade",267777,276187,287602
42063,"Indiana, PA",35,"    Retail trade",285600,310970,323616
42063,"Indiana, PA",36,"    Transportation and warehousing",160009,138056,151754
42063,"Indiana, PA",45,"    Information",113074,111107,113734
42063,"Indiana, PA",50,"    Finance, insurance, real estate, rental, and leasing",631643,692272,716199
42063,"Indiana, PA",51,"      Finance and insurance",232250,266602,291455
42063,"Indiana, PA",56,"      Real estate and rental and leasing",399393,425669,424743
42063,"Indiana, PA",59,"    Professional and business services",190808,216490,236224
42063,"Indiana, PA",60,"      Professional, scientific, and technical services",96039,99884,108094
42063,"Indiana, PA",64,"      Management of companies and enterprises",42410,57345,64035
